#{"t_start": 1771639508.6757495, "env_id": "None"}
r,l,t,is_success,distance
-38.28825,100,35.02655,0.0,0.48246046900749207
-21.023252,100,72.038713,0.0,0.2373213917016983
-22.58426,100,107.955882,0.0,0.275168776512146
-21.782423,100,144.074149,0.0,0.18559415638446808
-22.788405,100,181.339951,0.0,0.20678889751434326
-24.435628,100,217.958801,0.0,0.3031713366508484
-24.107555,100,254.650789,0.0,0.18568040430545807
-19.495044,100,290.680642,0.0,0.1843838095664978
-25.150724,100,328.407156,0.0,0.3232225775718689
-25.132311,100,361.343595,0.0,0.3454594910144806
