#{"t_start": 1771709912.2367563, "env_id": "None"}
r,l,t,is_success,distance
-17.887451,100,14.315658,0.0,0.17556041479110718
-25.712692,100,30.426398,0.0,0.30788740515708923
-32.776475,100,43.38292,0.0,0.30914464592933655
-25.646756,100,57.18095,0.0,0.21640394628047943
-20.70832,100,72.542265,0.0,0.226212739944458
-18.728233,100,87.593153,0.0,0.15453551709651947
-17.977918,100,103.277568,0.0,0.17074072360992432
-18.776988,100,119.072962,0.0,0.19499172270298004
-27.75314,100,134.808075,0.0,0.35496678948402405
-22.474083,100,147.4739,0.0,0.26448559761047363
