#{"t_start": 1771710939.876431, "env_id": "None"}
r,l,t,is_success,distance
-101.215927,100,3490.147537,0.0,1.0176289081573486
-104.203545,100,3526.472965,0.0,1.0397361516952515
-104.727357,100,3562.376675,0.0,1.057492733001709
-103.873693,100,3598.471725,0.0,1.0334981679916382
-104.144218,100,3634.585164,0.0,1.0560288429260254
-103.533737,100,3670.986131,0.0,1.054221749305725
-104.856539,100,3707.275496,0.0,1.0962727069854736
-98.226414,100,3745.099366,0.0,1.010140061378479
-104.438834,100,3781.455673,0.0,1.0563586950302124
-106.670356,100,3817.729131,0.0,1.0772486925125122
-102.797263,100,3853.712556,0.0,1.061692237854004
-113.611489,100,3889.972838,0.0,1.1994460821151733
-102.611559,100,3928.497784,0.0,1.0247071981430054
-102.801787,100,3964.66838,0.0,1.0711122751235962
-101.254578,100,4000.95993,0.0,1.0117825269699097
-96.052993,100,4037.771945,0.0,1.0108305215835571
-107.132446,100,4074.322522,0.0,1.1322221755981445
-104.017676,100,4110.813567,0.0,1.0327402353286743
-105.453611,100,4146.686621,0.0,1.0512888431549072
-103.22611,100,4182.774233,0.0,1.0540714263916016
-90.349145,100,4219.135616,0.0,0.8989940881729126
-104.59099,100,4257.656822,0.0,1.088138461112976
-101.869035,100,4294.011688,0.0,1.0178565979003906
-102.822522,100,4330.346353,0.0,1.032772183418274
-98.756738,100,4366.856919,0.0,0.9869414567947388
-91.197328,100,4406.081135,0.0,0.8326857686042786
-102.373864,100,4442.958561,0.0,1.028645396232605
-108.035393,100,4481.315787,0.0,1.1419895887374878
-106.630302,100,4519.858137,0.0,1.091485857963562
-105.607094,100,4555.988195,0.0,1.0705853700637817
-100.90132,100,4592.598635,0.0,1.0053200721740723
-104.124549,100,4630.445941,0.0,1.0514171123504639
-103.586678,100,4666.745041,0.0,1.0397764444351196
-103.957149,100,4702.644228,0.0,1.0502668619155884
-99.593573,100,4738.959204,0.0,0.9956977963447571
-92.90284,100,4777.947959,0.0,0.8257800936698914
-95.576665,100,4814.106858,0.0,0.8594660758972168
-104.25208,100,4851.641686,0.0,1.0347626209259033
-106.069519,100,4887.528705,0.0,1.071474313735962
-110.854702,100,4923.612085,0.0,1.1584818363189697
-109.803239,100,4959.401053,0.0,1.1266860961914062
-105.702712,100,4994.856534,0.0,1.0590654611587524
-111.657362,100,5031.079585,0.0,1.1244341135025024
-104.287574,100,5066.881213,0.0,1.0298932790756226
-104.211298,100,5104.733262,0.0,1.0717979669570923
-82.136099,100,5140.720332,0.0,0.6857345700263977
-87.006694,100,5179.039844,0.0,0.7813513875007629
-103.463174,100,5216.761891,0.0,1.0524048805236816
-112.324954,100,5253.201619,0.0,1.1320278644561768
-104.838253,100,5289.23749,0.0,1.0526795387268066
-106.41571,100,5325.839458,0.0,1.1174906492233276
-107.59762,100,5362.362317,0.0,1.0801095962524414
